Trajectories
200
,,Remi:T1,,,Remi:T13,,,Remi:XYPH,,,Remi:VTR1,,,Remi:VT2,,,Remi:TV3,,,Remi:DRSC,,,Remi:CDSC,,,Remi:ACRM,,,Remi:SC1,,,Remi:SC2,,,Remi:GRTB,,,Remi:LEPI,,,Remi:MEPI,,,Remi:TRIC,,,Remi:OLEC,,,Remi:MSTY,,,Remi:LSTY,,,Remi:MDCR,,,Remi:ACCB,,,Remi:MCP5,,,Remi:MCP2,,,Remi:ILWG,,,Remi:ISCM,,,Remi:CRS,,,Remi:CDS,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
327,0,-39.4182,203.261,645.035,-89.2458,416.605,629.628,,,,-154.799,391.544,616.405,,,,,,,-96.5905,192.908,614.656,-117.84,242.936,591.788,-147.481,147.721,459.532,-146.378,141.366,503.186,-149.288,187.162,488.391,-129.648,115.948,440.04,-144.606,199.553,298.885,,,,-145.75,206.345,382.911,-138.969,233.196,324.52,-69.1405,205.277,116.583,-119.236,220.326,118.522,-107.623,186.671,190.348,-112.064,238.945,85.1035,-114.536,198.85,39.5685,-63.5976,202.229,46.056,-244.034,586.414,595.225,-299.718,623.539,477.647,-204.107,628.628,597.156,-227.842,673.177,557.116
328,0,-39.4384,203.475,646.071,-89.4426,416.578,629.448,,,,-154.651,391.555,616.494,,,,,,,-96.487,192.858,614.62,-117.842,242.981,591.9,-147.481,147.751,459.568,-146.432,141.27,503.15,-149.29,187.217,488.41,-129.612,115.854,440.295,-144.549,199.587,298.815,,,,-147.63,206.236,384.746,-139.152,233.083,324.7,-69.2625,205.13,116.595,-119.295,220.288,118.571,-107.562,186.549,190.359,-111.986,238.983,85.1192,-114.525,199.088,39.4575,-63.5989,202.804,45.9166,-243.967,586.455,595.227,-299.916,623.514,477.832,-204.077,628.809,597.328,-227.794,673.049,556.787
329,0,-39.4771,203.406,646.56,-89.3459,416.439,629.379,,,,-154.554,391.563,616.722,,,,,,,-96.3645,192.944,614.496,-117.761,242.973,591.828,-147.524,147.685,459.836,-146.211,141.453,503.198,-152.132,183.814,486.219,-129.59,116.008,440.216,-144.551,199.548,298.835,,,,-145.858,206.298,383.091,-138.691,233.272,324.436,-69.2091,205.117,116.662,-119.265,220.228,118.576,-107.63,186.589,190.388,-112.067,238.898,85.1474,-114.432,199.074,39.4548,-63.6169,202.892,45.8921,-243.801,586.468,595.214,-299.791,623.234,477.554,-203.964,628.546,597.282,-227.834,673.047,556.984
330,0,-39.3895,203.375,646.165,-89.2329,416.507,629.341,,,,-154.534,391.563,616.955,,,,,,,-96.3918,192.893,614.595,-117.787,242.979,591.901,-147.44,147.775,459.603,-146.07,141.556,503.091,-151.974,183.911,486.302,-129.731,115.896,440.236,-144.542,199.544,298.92,,,,-147.778,206.165,385.028,-138.929,233.112,324.633,-69.1254,205.164,116.688,-119.272,220.158,118.733,-107.626,186.534,190.428,-111.999,238.88,85.1977,-114.476,199.101,39.4617,-63.3795,202.733,45.9707,-243.744,586.49,595.266,-299.699,623.167,477.469,-203.935,628.532,597.239,-227.851,673.072,556.884
331,0,-39.369,203.388,646.602,-89.1583,416.499,629.417,,,,-154.328,391.732,616.848,,,,,,,-96.3166,192.943,614.623,-117.639,243.024,591.847,-147.494,147.767,459.885,-146.188,141.51,503.208,-152.096,183.832,486.294,-129.673,115.785,440.591,-144.491,199.547,298.871,,,,-147.728,206.217,384.968,-139.013,233.05,324.707,-69.5493,205.175,116.501,-119.293,220.164,118.76,-107.617,186.546,190.436,-112.219,238.84,85.2379,-114.679,198.769,39.5638,-63.4416,202.368,46.0278,-243.639,586.495,595.231,-299.717,623.444,477.613,-203.892,628.664,597.14,-227.392,674.593,558.932
332,0,-39.3329,203.4,646.586,-89.094,416.423,629.362,,,,-154.571,391.46,616.51,,,,,,,-96.3127,192.935,614.616,-117.592,243.137,591.754,-147.416,147.818,459.66,-146.27,141.485,503.362,-152.143,183.813,486.339,-129.731,115.865,440.533,-144.536,199.504,299.004,,,,-147.623,206.299,384.941,-138.924,233.069,324.703,-69.5577,205.097,116.501,-119.298,220.111,118.663,-107.567,186.753,190.467,-111.925,238.834,85.3076,-114.693,198.888,39.4799,-63.4791,202.512,46.1491,-243.63,586.508,595.368,-299.524,623.473,477.549,-203.654,628.658,597.309,-227.639,673.387,557.421
333,0,-39.3141,203.394,646.518,-88.9865,416.401,629.362,,,,-154.222,391.632,616.955,,,,,,,-96.2532,192.957,614.603,-117.487,243.158,591.689,-147.53,147.828,459.81,-146.255,141.592,503.405,-152.111,183.849,486.367,-129.811,116.067,440.389,-144.592,199.507,299.001,,,,-147.734,206.296,385.042,-138.743,233.163,324.574,-69.7215,205.204,116.453,-119.31,220.126,118.658,-107.564,186.7,190.467,-112.201,238.897,85.2481,-114.562,198.911,39.474,-63.5206,202.35,46.0151,-244.148,591.1,602.324,-299.507,623.598,477.547,-203.533,628.682,597.362,-227.306,674.784,559.025
334,0,-38.9703,203.485,645.752,-88.9014,416.373,629.446,,,,-154.46,391.719,616.56,,,,,,,-96.1472,192.998,614.5,-117.409,243.204,591.722,-147.555,147.846,459.873,-146.203,141.668,503.265,-152.243,183.78,486.384,-129.741,116.031,440.653,-144.625,199.472,299.133,,,,-147.912,206.271,385.161,-138.914,233.083,324.708,-69.5603,205.02,116.493,-119.297,220.111,118.653,-107.893,186.286,190.637,-111.985,238.77,85.2964,-114.601,198.832,39.5419,-63.5583,202.156,46.2182,-243.342,586.418,595.456,-299.458,623.657,477.461,-203.721,628.857,597.348,-227.189,674.896,558.954
335,0,-39.0493,203.48,645.659,-88.8347,416.403,629.431,,,,-153.954,391.984,616.698,,,,,,,-96.0265,193.082,614.528,-117.434,243.213,591.701,-147.506,147.877,460.083,-146.19,141.744,503.344,-152.315,183.819,486.427,-129.902,115.981,440.665,-144.694,199.506,299.128,,,,-147.918,206.338,385.302,-138.905,233.08,324.705,-69.4793,204.935,116.549,-119.193,220.11,118.605,-107.927,186.281,190.661,-111.91,238.749,85.3937,-114.544,199,39.458,-63.792,202.322,46.1725,-243.378,586.3,595.699,-299.352,623.922,477.443,-203.635,628.914,597.304,-226.906,675.237,559.06
336,0,-39.1101,203.503,646.023,-88.801,416.373,629.433,,,,-154.209,391.962,616.352,,,,,,,-96.1663,192.991,614.563,-117.307,243.267,591.649,-147.623,147.959,459.998,-146.336,141.775,503.375,-152.401,183.828,486.439,-130.024,116.252,440.473,-144.69,199.556,299.083,,,,-148.06,206.335,385.392,-138.865,233.124,324.636,-69.3647,204.58,116.659,-119.385,220.124,118.665,-107.99,186.288,190.689,-111.978,238.771,85.3399,-114.615,198.97,39.478,-63.5486,202.023,46.2377,-243.284,586.358,595.58,-299.268,623.975,477.389,-203.578,628.936,597.303,-226.928,675.483,559.173
337,0,-39.27,203.452,646.203,-88.8053,416.405,629.461,,,,-154.075,391.693,616.862,,,,,,,-96.1714,193.054,614.514,-117.31,243.279,591.668,-147.592,147.976,460.314,-146.409,141.804,503.406,-152.493,183.815,486.557,-130.008,116.211,440.736,-144.691,199.553,299.081,,,,-148.149,206.342,385.547,-138.849,233.149,324.625,-69.3218,204.577,116.623,-119.39,220.118,118.667,-107.998,186.313,190.645,-112.069,238.798,85.2767,-114.72,198.767,39.5089,-63.847,202.286,46.1393,-243.259,586.481,595.598,-299.253,623.953,477.336,-203.429,629.013,597.308,-227.017,675.506,559.217
338,0,-38.8891,203.494,645.201,-88.7692,416.444,629.524,,,,-154.127,392.057,616.182,,,,,,,-96.1584,193.013,614.649,-117.382,243.286,591.745,-148.091,148.029,459.62,-146.45,141.845,503.415,-149.504,187.585,488.772,-130.018,116.37,440.723,-144.744,199.604,299.026,,,,-148.18,206.413,385.623,-138.971,233.151,324.673,-69.4621,204.941,116.583,-119.405,220.125,118.634,-108.1,186.296,190.699,-111.995,238.87,85.1799,-114.638,198.981,39.4819,-63.6318,202.141,46.2707,-243.187,586.552,595.554,-299.225,624.044,477.355,-203.282,629.553,597.467,-226.777,675.385,559.049
339,0,-39.2677,203.449,646.067,-88.8098,416.181,629.589,,,,-154.059,391.954,616.372,,,,,,,-96.1209,193.096,614.544,-117.495,243.348,591.754,-148.203,148.113,459.659,-146.418,142.047,503.415,-149.531,187.6,488.856,-130.196,116.554,440.464,-144.819,199.672,298.979,,,,-148.147,206.5,385.631,-139.013,233.234,324.697,-69.4382,204.802,116.582,-119.459,220.062,118.666,-108.116,186.293,190.74,-111.931,238.771,85.2466,-114.699,198.98,39.4439,-63.8438,202.16,46.3162,-243.132,586.596,595.588,-299.129,624.081,477.341,-203.185,629.112,597.364,-226.581,675.53,558.991
340,0,-39.1509,203.459,645.864,-88.7716,416.391,629.56,,,,-154.061,391.765,616.385,,,,,,,-96.2486,193.11,614.533,-117.478,243.406,591.752,-147.963,148.193,459.704,-146.597,142.109,503.46,-152.57,184.197,486.403,-130.254,116.573,440.697,-144.933,199.656,299.101,,,,-148.501,206.312,386.107,-139.258,233.238,324.778,-69.7954,204.998,116.664,-119.458,220.085,118.687,-108.184,186.274,190.791,-112.353,238.852,85.0761,-114.737,198.97,39.4584,-63.8064,201.958,46.3025,-243.103,586.706,595.593,-299.127,624.043,477.366,-203.133,629.198,597.434,-226.216,673.577,556.388
341,0,-39.1375,203.421,645.287,-88.8079,416.256,629.651,,,,-153.999,391.845,616.596,,,,,,,-96.235,193.175,614.469,-117.516,243.42,591.791,-148.462,148.158,459.787,-146.409,142.3,503.382,-149.694,187.772,488.927,-130.474,116.572,440.744,-144.859,199.812,298.816,,,,-148.243,206.711,385.734,-139.126,233.311,324.683,-69.6142,204.891,116.577,-119.48,220.099,118.607,-108.234,186.288,190.743,-112.17,238.816,85.1713,-114.668,198.975,39.4616,-63.7634,202.001,46.2839,-243.101,586.774,595.609,-298.986,624.362,477.337,-203.072,629.255,597.463,-226.145,673.589,556.287
342,0,-39.1866,203.432,645.519,-88.7338,416.209,629.716,,,,-153.905,391.831,616.663,,,,,,,-96.3651,193.207,614.624,-117.44,243.513,591.844,-148.52,148.296,459.748,-146.723,142.168,503.439,-152.745,184.368,486.48,-130.49,116.698,440.772,-145.009,199.854,298.996,,,,-148.344,206.748,385.697,-139,233.512,324.52,-70.1556,205.07,116.502,-119.542,220.085,118.714,-108.313,186.328,190.791,-112.297,238.847,85.1197,-114.709,198.964,39.4597,-64.0398,201.908,46.2017,-243.637,591.863,602.308,-299.07,624.142,477.42,-202.849,629.27,597.367,-226.025,673.649,556.515
343,0,-39.4098,203.393,645.901,-88.8133,416.237,629.795,,,,-153.859,391.992,616.687,,,,,,,-96.4145,193.248,614.603,-117.247,243.605,591.696,-148.491,148.335,460.008,-146.624,142.487,503.383,-149.905,187.863,488.947,-130.745,116.738,440.787,-145.123,199.838,299.078,,,,-148.397,206.839,385.711,-139.06,233.55,324.518,-69.8501,204.942,116.762,-119.505,220.099,118.618,-108.332,186.328,190.721,-112.418,238.806,85.0513,-114.708,198.996,39.4063,-64.0484,201.875,46.2554,-243.628,591.915,602.368,-298.963,624.185,477.475,-202.805,629.8,597.474,-226.153,673.662,556.635
344,0,-39.1561,203.326,645.061,-88.7064,416.207,629.877,,,,-153.869,391.481,616.831,,,,,,,-96.5377,193.25,614.669,-117.511,243.593,592.065,-148.52,148.508,459.823,-146.8,142.459,503.434,-149.984,187.928,489.007,-130.777,116.935,440.76,-145.216,199.903,298.99,,,,-148.459,206.989,385.846,-139.178,233.542,324.568,-69.8193,204.764,116.595,-119.586,220.15,118.654,-108.436,186.318,190.757,-112.162,238.836,85.1836,-114.793,198.764,39.5058,-64.0603,201.861,46.3568,-243.006,586.71,595.886,-299.134,624.243,477.519,-202.926,629.271,597.631,-226.1,673.664,556.615
345,0,-39.4731,203.28,645.789,-88.7321,416.167,629.975,-66.2922,341.727,331.935,-154.213,391.222,617.218,,,,,,,-96.6963,193.305,614.715,-117.644,243.607,592.192,-148.727,148.604,459.39,-146.754,142.702,503.433,-150.119,187.971,489.031,-131.006,117.2,440.382,-145.323,199.9,299.066,,,,-148.271,207.136,386.016,-139.436,233.485,324.735,-69.9477,204.89,116.712,-119.586,220.105,118.646,-108.482,186.337,190.763,-112.325,238.878,85.0516,-114.79,198.805,39.5084,-64.0134,201.674,46.4014,-242.976,586.746,595.918,-299.11,624.202,477.591,-202.903,629.268,597.73,-226.034,673.755,556.901
346,0,-39.427,203.291,645.636,-88.696,416.146,630.05,-66.2156,341.625,331.828,-154.077,391.369,616.644,,,,,,,-96.7958,193.369,614.704,-117.561,243.706,592.135,-148.811,148.702,459.876,-146.723,142.909,503.322,-150.244,187.968,489.158,-131.139,116.895,441.033,-145.432,199.977,299.038,,,,-148.296,207.284,386.004,-139.859,233.469,324.916,-69.8617,204.986,116.826,-119.557,220.166,118.581,-108.518,186.365,190.726,-112.093,238.816,85.2369,-114.795,198.783,39.4814,-64.1117,201.847,46.3177,-242.967,586.743,595.964,-299.275,623.841,477.557,-202.763,629.784,597.803,-225.943,673.846,557.058
347,0,-39.4087,202.917,644.741,-88.6627,416.096,630.062,-66.324,341.665,331.98,-154.074,391.271,617.09,,,,,,,-96.5614,193.454,614.799,-117.741,243.714,592.396,-149.044,148.756,459.89,-147.291,142.669,503.546,-151.014,187.252,487.739,-131.32,117.078,440.729,-145.526,200.063,298.94,,,,-148.244,207.507,385.533,-140.132,233.416,325.111,-69.5476,204.68,116.897,-119.611,220.134,118.593,-108.574,186.345,190.745,-112.177,238.834,85.1703,-114.698,199.05,39.3867,-64.1039,201.84,46.2789,-242.925,586.738,596.047,-300.013,622.493,477.384,-202.67,629.837,597.889,-225.886,674.112,557.664
348,0,-39.3869,203.231,645.359,-88.5687,416.023,630.166,-66.3175,341.646,331.991,-154.084,390.971,617.161,,,,,,,-96.6779,193.518,614.778,-117.666,243.811,592.279,-149.158,148.923,459.789,-146.742,143.349,503.32,-151.407,186.99,487.168,-131.155,117.637,440.402,-145.574,200.143,298.929,,,,-148.37,207.498,385.781,-139.531,233.641,324.699,-70.0806,204.275,116.621,-119.715,220.198,118.62,-108.634,186.38,190.796,-112.323,238.822,85.3239,-114.78,198.98,39.3677,-63.7266,202.265,46.2493,-242.924,586.785,595.983,-300.408,621.311,477.321,-202.693,629.24,597.922,-225.877,673.87,557.177
349,0,-39.687,203.234,646.208,-88.5499,416.108,630.144,-66.3906,341.228,331.908,-153.932,391.253,617.258,,,,,,,-96.8157,193.551,614.826,-117.939,243.833,592.408,-149.397,148.992,459.861,-146.932,143.403,503.259,-151.836,186.702,486.577,-131.463,117.335,440.993,-145.701,200.181,298.922,,,,-148.768,207.598,385.997,-140.112,233.494,325.061,-69.5883,204.364,117.028,-119.662,220.21,118.663,-108.695,186.37,190.768,-112.274,238.852,85.1142,-114.507,199.204,39.3931,-63.8788,202.134,46.3181,-242.915,586.773,595.977,-300.414,620.919,477.367,-202.622,629.237,597.978,-225.819,675.293,559.076
350,0,-39.6571,203.261,645.765,-88.5184,416.052,630.277,-66.2875,341.778,331.903,-154.155,390.922,617.56,,,,,,,-97.3103,193.461,615.438,-118.003,243.87,592.435,-149.544,149.083,460.04,-146.921,143.644,503.129,-152.787,185.787,485.086,-130.632,118.373,440.866,-145.855,200.225,299.017,,,,-148.829,207.725,385.981,-139.817,233.675,324.854,-69.7878,204.367,116.966,-119.608,220.184,118.767,-108.758,186.389,190.802,-112.475,238.906,84.9308,-114.66,199.096,39.3672,-63.8701,202.054,46.253,-241.554,589.235,600.835,-300.431,620.993,477.43,-202.637,629.263,597.944,-225.932,675.406,559.223
351,0,-39.7567,203.21,645.862,-88.4131,416.252,630.384,-66.3366,341.263,331.866,-154.12,390.962,617.294,,,,,,,-97.4429,193.465,615.62,-118.004,244.01,592.288,-151.889,147.122,462.426,-146.83,143.95,503.043,-152.959,185.927,485.322,-130.42,118.759,439.854,-145.961,200.298,298.778,,,,-148.998,207.634,386.393,-139.756,233.877,324.698,-69.6681,204.294,116.981,-119.644,220.257,118.617,-108.857,186.388,190.834,-112.28,238.869,85.0734,-114.893,198.864,39.4438,-63.8548,202.104,46.2272,-242.893,586.803,596.083,-300.422,620.895,477.537,-202.608,629.42,597.727,-225.812,675.42,559.147
352,0,-39.8163,203.155,645.664,-88.3157,416.155,630.398,-66.1279,341.923,331.832,-154.053,390.94,617.329,,,,,,,-97.2894,193.654,615.391,-117.914,244.105,592.346,-149.818,149.398,460.048,-147.214,143.944,502.995,-152.972,186.115,485.293,-130.529,118.913,439.78,-146.036,200.358,298.666,,,,-148.98,207.805,386.153,-139.975,233.785,324.86,-70.1935,204.256,116.676,-119.782,220.246,118.605,-108.958,186.462,190.888,-112.257,238.865,85.1136,-114.754,199.013,39.4096,-64.0273,201.849,46.3912,-242.943,586.848,596.111,-300.51,620.84,477.518,-202.553,629.302,597.934,-225.914,675.675,559.385
353,0,-39.9877,203.192,646.171,-88.3881,416.275,630.522,-67.0424,336.21,324.868,-154.559,390.728,617.276,,,,,,,-97.4127,193.688,615.32,-118.257,244.073,592.62,-152.197,147.468,462.456,-147.252,144.138,502.99,-153.052,186.288,485.341,-130.793,119.024,439.911,-146.228,200.363,298.839,,,,-149.687,207.711,386.027,-140.189,233.787,324.977,-69.5431,204.4,117.08,-119.824,220.346,118.601,-108.944,186.454,190.76,-112.507,239.006,84.8555,-114.738,198.888,39.4575,-63.8533,201.988,46.2932,-242.922,586.93,596.188,-300.486,620.812,477.585,-202.563,629.34,597.884,-225.862,675.632,559.311
354,0,-39.9295,203.025,645.238,-88.3694,416.204,630.497,-67.2743,336.45,324.746,-153.865,390.972,617.341,,,,,,,-97.6896,193.671,615.977,-118.256,244.207,592.653,-152.272,147.579,462.471,-147.382,144.317,502.998,-153.278,186.462,485.605,-131.117,119.186,440.172,-146.251,200.439,298.877,,,,-149.849,207.818,385.981,-139.95,233.926,324.783,-69.641,204.396,117.089,-119.834,220.322,118.633,-109.162,186.51,191.009,-112.316,238.874,85.0453,-114.861,198.926,39.3962,-63.9226,201.981,46.3891,-242.911,586.908,596.187,-300.52,620.864,477.693,-202.637,629.432,597.796,-225.945,675.671,559.381
355,0,-40.1293,203.126,645.943,-88.2672,416.17,630.65,-67.0215,336.616,324.674,-154.237,390.81,617.008,,,,,,,-97.2771,193.984,614.976,-118.549,244.113,593.134,-152.41,147.782,462.451,-148.025,144.159,503.187,-153.479,186.571,485.842,-131.443,119.15,441.079,-146.384,200.461,298.921,,,,-149.939,207.964,385.909,-139.925,234.06,324.709,-70.4065,204.208,116.777,-119.911,220.371,118.577,-109.175,186.467,190.862,-112.456,238.908,84.9521,-114.795,198.881,39.4578,-63.9134,202.03,46.4525,-243.225,591.988,602.971,-300.554,620.946,477.657,-202.452,629.419,597.883,-225.859,675.687,559.33
356,0,-39.9073,203.276,645.698,-88.2685,416.323,630.778,-66.9928,337.409,325.213,-153.911,390.977,617.359,,,,,,,-98.1083,193.771,616.016,-118.454,244.308,592.859,-152.509,147.887,462.564,-148.026,144.321,503.194,-153.72,186.637,486.045,-131.623,119.22,440.957,-146.453,200.473,298.944,,,,-150.056,208.041,385.937,-140.201,234.041,324.846,-69.8773,204.374,117.192,-119.904,220.35,118.58,-109.254,186.509,190.795,-112.814,238.98,84.9567,-114.663,199.18,39.3119,-63.9222,201.97,46.3438,-243.244,591.999,603.016,-300.645,621.066,477.653,-202.459,629.72,597.772,-225.478,675.959,559.411
357,0,-40.1788,203.211,646.246,-88.2723,416.144,630.741,-66.6952,337.686,325.061,-154.13,390.651,617.389,,,,,,,-97.8157,194.05,615.806,-118.307,244.587,592.613,-152.654,148.033,462.642,-148.445,144.284,503.404,-153.883,186.733,486.187,-131.8,119.365,441.095,-146.62,200.541,298.965,,,,-150.125,208.297,385.841,-140.347,234.035,324.938,-69.9233,204.267,117.257,-119.968,220.358,118.581,-109.347,186.534,190.826,-112.114,238.863,85.035,-114.664,199.16,39.35,-63.9296,201.833,46.3884,-243.247,592.099,603.042,-300.625,621.26,477.682,-202.45,629.732,597.776,-225.893,675.615,559.169
358,0,-40.2097,203.113,645.513,-88.2553,416.256,630.715,-66.944,338.055,324.977,-154.259,390.708,617.831,,,,,,,-97.7796,194.2,615.957,-118.359,244.711,592.642,-152.736,148.18,462.682,-148.824,144.318,503.596,-154.081,186.797,486.336,-132.05,119.45,441.23,-146.615,200.638,298.929,,,,-150.146,208.394,385.644,-140.789,233.972,325.18,-70.099,204.343,117.268,-120.045,220.329,118.714,-109.39,186.521,190.814,-112.212,238.871,85.1223,-114.73,199.023,39.3588,-63.9506,202.041,46.4751,-243.358,592.156,603.078,-300.676,621.239,477.688,-202.464,629.719,597.727,-225.599,676.022,559.344
359,0,-40.0969,203.337,645.98,-88.2208,416.305,630.7,-66.8332,337.876,325.228,-154.098,390.904,617.363,,,,,,,-97.6891,194.428,615.77,-118.425,244.829,592.661,-152.94,148.297,462.804,-148.817,144.517,503.588,-156.019,184.72,488.25,-132.074,119.679,440.296,-146.786,200.654,299.078,,,,-150.222,208.621,385.753,-140.155,234.324,324.72,-70.122,204.652,117.291,-120.097,220.402,118.571,-109.441,186.536,190.768,-112.217,238.885,84.9124,-114.649,199.146,39.2717,-64.1052,202.08,46.5362,-243.429,592.117,603.101,-300.706,621.388,477.729,-202.496,629.779,597.763,-225.868,675.828,559.137
360,0,-40.1411,203.37,645.929,-88.3116,416.525,630.818,-66.8071,337.469,324.517,-153.987,391.167,617.406,,,,,,,-97.46,194.697,615.456,-117.93,245.251,592.059,-152.939,148.582,462.66,-149.197,144.513,503.636,-156.151,184.879,488.319,-132.237,119.776,440.047,-146.864,200.711,299.112,,,,-150.379,208.725,385.851,-140.415,234.317,324.869,-70.9156,204.395,116.997,-120.222,220.332,118.622,-109.545,186.574,190.766,-110.929,238.798,84.5594,-114.665,199.134,39.355,-63.8042,202.099,46.3435,-243.461,592.119,602.913,-299.794,623.719,478.169,-202.504,629.815,597.706,-226,675.764,559.038
361,0,-39.8574,203.346,644.81,-88.3142,416.721,630.848,-65.1925,343.228,330.48,-154.329,390.623,617.774,,,,,,,-97.2299,194.94,615.217,-118.347,245.211,592.555,-153.267,148.611,462.868,-149.503,144.583,503.964,-154.78,186.855,486.917,-132.736,119.859,440.473,-146.886,200.838,299.002,,,,-150.475,208.843,386.007,-140.886,234.259,325.167,-70.7799,204.172,117.178,-120.292,220.322,118.544,-109.707,186.623,190.906,-112.293,238.894,84.9234,-114.662,199.217,39.342,-64.0319,201.812,46.3864,-243.543,592.246,602.971,-299.828,623.892,478.18,-202.555,629.823,597.704,-225.738,675.864,558.919
362,0,-39.8063,203.31,644.675,-88.3044,416.796,630.944,-65.2706,343.3,330.842,-153.902,391.294,617.406,,,,,,,-97.8036,194.923,615.429,-118.09,245.473,592.206,-153.314,148.878,462.861,-149.561,144.774,503.853,-154.91,186.947,486.891,-133.082,119.943,440.905,-146.96,200.921,299.195,,,,-150.858,208.595,386.626,-140.427,234.587,324.854,-70.5686,204.228,117.254,-120.268,220.431,118.646,-109.712,186.671,190.833,-110.883,238.793,84.4305,-114.776,198.938,39.4727,-63.8431,201.905,46.4243,-243.659,592.283,602.965,-299.333,624.251,478.056,-202.582,629.83,597.67,-225.843,675.774,558.766
363,0,-39.8234,203.576,645.356,-88.3032,416.85,630.876,-65.3953,344.187,331.178,-154.045,391.186,617.717,,,,,,,-98.0702,194.939,615.514,-118.004,245.612,592.27,-153.433,149.115,462.879,-149.753,144.87,504.006,-151.778,190.96,489.384,-133.375,120.018,440.63,-147.063,201.061,299.231,,,,-150.696,208.97,386.281,-140.608,234.626,324.983,-70.9371,204.69,116.971,-120.342,220.42,118.56,-109.843,186.702,190.944,-112.62,238.862,85.0648,-114.681,199.183,39.3302,-63.9334,201.712,46.4499,-243.755,592.373,603.19,-299.38,624.456,478.071,-202.613,629.824,597.637,-225.941,675.762,558.703
364,0,-39.9336,203.571,645.669,-88.3011,416.956,630.906,-65.1952,344.7,331.258,-154.112,391.044,617.317,,,,,,,-98.0039,195.037,615.477,-118.05,245.68,592.33,-153.69,149.134,463.169,-149.816,145.09,503.975,-154.953,187.469,486.916,-133.53,120.169,440.851,-147.167,201.126,299.474,,,,-150.771,209.137,386.364,-141.003,234.543,325.176,-70.525,204.573,117.281,-120.352,220.407,118.695,-109.923,186.739,190.965,-111.004,238.806,84.5791,-114.764,199.197,39.3397,-63.9962,201.875,46.3894,-243.765,592.456,602.981,-299.981,624.217,477.908,-202.754,629.92,597.49,-226.127,675.826,558.698
365,0,-39.7809,203.466,644.761,-88.2356,417.229,630.933,-65.224,344.964,331.169,-153.897,391.338,617.339,,,,,,,-97.9581,195.179,615.429,-118.335,245.708,592.669,-153.646,149.376,463.016,-149.367,145.716,503.932,-151.847,191.355,489.556,-133.624,120.317,440.803,-147.253,201.227,299.642,,,,-150.809,209.338,386.348,-140.682,234.849,324.937,-70.5582,204.549,117.286,-120.399,220.461,118.602,-109.94,186.768,190.879,-112.605,238.931,85.0295,-114.705,199.168,39.357,-64.0478,201.702,46.4417,-243.968,592.373,603.086,-299.926,624.103,478.21,-202.706,630.056,597.476,-226.163,674.106,556.159
366,0,-39.5561,203.471,644.455,-88.1794,417.337,630.875,-64.889,344.398,330.309,-153.96,391.279,617.298,,,,,,,-97.8365,195.397,615.234,-118.381,245.868,592.715,-153.907,149.46,463.278,-149.769,145.729,504.014,-155.044,187.858,487.341,-134.092,120.353,440.947,-147.309,201.365,299.647,,,,-150.928,209.452,386.555,-140.691,234.983,324.979,-70.6234,204.443,117.359,-120.434,220.388,118.727,-109.997,186.841,190.947,-112.627,238.932,85.0931,-114.727,199.114,39.4157,-64.0283,201.717,46.4258,-243.941,592.375,603.121,-299.849,624.304,478.12,-202.756,630.038,597.466,-226.346,675.949,558.692
367,0,-39.5122,203.501,644.365,-88.1516,417.303,630.95,-65.2464,346.773,332.243,-153.798,391.536,617.326,,,,,,,-97.8842,195.524,615.276,-118.295,246.046,592.749,-154.064,149.666,463.312,-149.87,145.962,504.201,-155.197,187.888,487.563,-134.339,120.465,441.047,-147.345,201.486,299.664,,,,-151.085,209.351,386.846,-140.78,235.025,325.063,-70.7101,204.264,117.329,-120.379,220.452,118.777,-110.169,186.957,191.037,-111.038,238.826,84.5048,-114.763,199.119,39.4249,-63.8624,201.827,46.4483,-244.097,592.364,603.031,-299.739,624.484,478.141,-202.912,630.13,597.692,-226.496,674.086,555.837
368,0,-39.4667,203.54,644.317,-88.2065,417.378,630.976,,,,-153.844,391.976,617.742,,,,,,,-98.0232,195.554,615.612,-118.342,246.172,592.823,-154.347,149.861,463.501,-150.101,146.074,504.2,-155.274,188.16,487.527,-134.514,120.684,441.598,-147.408,201.623,299.71,,,,-150.882,209.826,386.473,-140.645,235.275,324.941,-70.6934,204.3,117.213,-120.454,220.495,118.724,-110.179,187.007,190.978,-112.645,238.956,85.1012,-114.692,199.16,39.317,-64.0065,201.694,46.3943,-244.051,592.317,603.169,-299.795,624.675,478.103,-203.072,630.197,597.561,-226.451,674.113,555.873
